platform,region,rank,amount,relevant_at
XBOX,global,1,12167,2018-02-13
PS4,global,4,12384,2018-02-13
PC,global,17,36616,2018-02-13
XBOX,global,17,50818,2018-02-13
PC,global,6,7406,2018-02-13
XBOX,global,13,56206,2018-02-13
XBOX,global,16,34702,2018-02-13
PS4,global,10,37169,2018-02-13
PS4,global,11,39485,2018-02-13
PC,global,16,28036,2018-02-13
XBOX,global,6,9828,2018-02-13
PC,global,13,51647,2018-02-13
PC,global,0,259120,2018-02-13
XBOX,global,7,12125,2018-02-13
PC,global,5,5877,2018-02-13
PC,global,7,9020,2018-02-13
XBOX,global,5,7962,2018-02-13
PS4,global,20,12754,2018-02-13
XBOX,global,0,161848,2018-02-13
PS4,global,15,74906,2018-02-13
XBOX,global,2,3407,2018-02-13
PS4,global,8,27852,2018-02-13
PS4,global,1,27301,2018-02-13
PC,global,2,2840,2018-02-13
PS4,global,18,30327,2018-02-13
PC,global,12,20515,2018-02-13
XBOX,global,12,24458,2018-02-13
PS4,global,9,33142,2018-02-13
PS4,global,3,9661,2018-02-13
XBOX,global,19,5783,2018-02-13
XBOX,global,14,53176,2018-02-13
PC,global,14,48618,2018-02-13
PC,global,19,3772,2018-02-13
XBOX,ncsa,19,4150,2018-02-14
XBOX,emea,11,6247,2018-02-14
PS4,ncsa,2,2877,2018-02-14
PS4,emea,18,16206,2018-02-14
PC,ncsa,19,1307,2018-02-14
PC,emea,11,9861,2018-02-14
PC,apac,11,2863,2018-02-14
PS4,apac,18,3072,2018-02-14
XBOX,apac,11,1128,2018-02-14
PS4,ncsa,6,7795,2018-02-14
PS4,ncsa,7,9336,2018-02-14
PS4,apac,12,4754,2018-02-14
PS4,apac,10,4441,2018-02-14
PS4,emea,10,20341,2018-02-14
PS4,emea,12,23173,2018-02-14
XBOX,ncsa,17,36721,2018-02-14
PC,ncsa,17,12199,2018-02-14
PS4,apac,9,3769,2018-02-14
PS4,emea,9,17967,2018-02-14
XBOX,ncsa,14,37661,2018-02-14
PC,ncsa,14,17181,2018-02-14
PC,ncsa,0,485803,2018-02-14
XBOX,apac,3,295,2018-02-14
PC,apac,3,583,2018-02-14
XBOX,ncsa,0,287131,2018-02-14
PC,emea,3,1780,2018-02-14
XBOX,emea,3,1305,2018-02-14
PC,ncsa,3,1369,2018-02-14
XBOX,apac,0,570935,2018-02-14
PC,apac,0,550595,2018-02-14
XBOX,ncsa,3,3310,2018-02-14
PC,emea,0,423034,2018-02-14
XBOX,emea,0,473337,2018-02-14
XBOX,emea,14,15004,2018-02-14
PC,apac,17,7276,2018-02-14
PS4,ncsa,9,13407,2018-02-14
XBOX,apac,17,1945,2018-02-14
PC,emea,14,26299,2018-02-14
PC,apac,14,8232,2018-02-14
XBOX,emea,17,13335,2018-02-14
PC,emea,17,19927,2018-02-14
XBOX,apac,14,2349,2018-02-14
PS4,ncsa,10,15161,2018-02-14
PS4,apac,7,2689,2018-02-14
PS4,ncsa,12,17557,2018-02-14
PS4,emea,7,12797,2018-02-14
PC,apac,19,742,2018-02-14
XBOX,apac,19,206,2018-02-14
PS4,emea,6,10531,2018-02-14
PS4,apac,2,885,2018-02-14
PS4,emea,2,3929,2018-02-14
PS4,ncsa,18,12129,2018-02-14
XBOX,emea,19,1555,2018-02-14
PS4,apac,6,2279,2018-02-14
XBOX,ncsa,11,15987,2018-02-14
PC,ncsa,11,6732,2018-02-14
PC,emea,19,2055,2018-02-14
PC,ncsa,2,1123,2018-02-14
PC,emea,18,6053,2018-02-14
XBOX,ncsa,2,2453,2018-02-14
XBOX,emea,18,4592,2018-02-14
PS4,ncsa,19,4416,2018-02-14
PS4,emea,11,21429,2018-02-14
XBOX,ncsa,6,6938,2018-02-14
PS4,apac,11,4526,2018-02-14
XBOX,apac,18,526,2018-02-14
PC,apac,18,1826,2018-02-14
PC,ncsa,6,2785,2018-02-14
PC,ncsa,7,3434,2018-02-14
XBOX,apac,10,1067,2018-02-14
PC,apac,12,3227,2018-02-14
XBOX,apac,12,1205,2018-02-14
PC,apac,10,2758,2018-02-14
XBOX,ncsa,7,8647,2018-02-14
XBOX,emea,12,6923,2018-02-14
PC,emea,10,9095,2018-02-14
XBOX,emea,10,5658,2018-02-14
PC,emea,12,11082,2018-02-14
XBOX,apac,9,897,2018-02-14
PC,apac,9,2309,2018-02-14
PS4,ncsa,17,33856,2018-02-14
PC,emea,9,7526,2018-02-14
PS4,ncsa,14,36625,2018-02-14
XBOX,emea,9,4965,2018-02-14
PS4,ncsa,0,694242,2018-02-14
PS4,apac,3,1171,2018-02-14
PS4,emea,3,5148,2018-02-14
PS4,ncsa,3,3939,2018-02-14
PS4,apac,0,912838,2018-02-14
PS4,emea,0,591859,2018-02-14
PC,ncsa,9,5308,2018-02-14
PS4,apac,17,10332,2018-02-14
XBOX,ncsa,9,12819,2018-02-14
PS4,emea,14,48538,2018-02-14
PS4,apac,14,10279,2018-02-14
PS4,emea,17,44445,2018-02-14
PC,ncsa,10,6325,2018-02-14
XBOX,ncsa,12,17129,2018-02-14
XBOX,apac,7,680,2018-02-14
PC,apac,7,1404,2018-02-14
XBOX,ncsa,10,14805,2018-02-14
PC,ncsa,12,7439,2018-02-14
PC,emea,7,4663,2018-02-14
XBOX,emea,7,3254,2018-02-14
XBOX,apac,2,202,2018-02-14
PS4,apac,19,1160,2018-02-14
XBOX,emea,6,2622,2018-02-14
PC,emea,6,3768,2018-02-14
PC,apac,2,435,2018-02-14
PC,emea,2,1451,2018-02-14
PC,ncsa,18,3831,2018-02-14
PC,apac,6,1197,2018-02-14
XBOX,apac,6,560,2018-02-14
PS4,emea,19,6127,2018-02-14
PS4,ncsa,11,16275,2018-02-14
XBOX,emea,2,896,2018-02-14
XBOX,ncsa,18,12206,2018-02-14
XBOX,apac,16,1245,2018-02-14
PC,apac,16,4454,2018-02-14
PC,emea,16,15685,2018-02-14
XBOX,emea,16,9430,2018-02-14
PC,apac,8,1711,2018-02-14
XBOX,apac,8,789,2018-02-14
PS4,apac,1,2716,2018-02-14
PS4,ncsa,5,6489,2018-02-14
PC,ncsa,20,1357,2018-02-14
PS4,emea,1,15333,2018-02-14
XBOX,emea,8,4182,2018-02-14
PC,emea,8,5834,2018-02-14
XBOX,ncsa,20,4152,2018-02-14
PS4,apac,13,11449,2018-02-14
PC,ncsa,15,13868,2018-02-14
XBOX,ncsa,15,31872,2018-02-14
PS4,emea,13,51756,2018-02-14
PC,ncsa,4,1682,2018-02-14
XBOX,ncsa,4,4205,2018-02-14
PC,emea,4,2340,2018-02-14
XBOX,emea,4,1697,2018-02-14
XBOX,apac,4,350,2018-02-14
PC,apac,4,717,2018-02-14
XBOX,apac,15,1800,2018-02-14
PC,apac,15,6616,2018-02-14
PS4,ncsa,13,38906,2018-02-14
PC,emea,15,21800,2018-02-14
XBOX,emea,15,12459,2018-02-14
XBOX,ncsa,8,10495,2018-02-14
PC,emea,20,2436,2018-02-14
PS4,apac,5,1974,2018-02-14
PS4,ncsa,1,10921,2018-02-14
XBOX,emea,20,1591,2018-02-14
PC,ncsa,8,4207,2018-02-14
XBOX,apac,20,259,2018-02-14
PC,apac,20,1773,2018-02-14
PS4,emea,5,8837,2018-02-14
PC,ncsa,16,9967,2018-02-14
XBOX,ncsa,16,25147,2018-02-14
PS4,apac,16,6107,2018-02-14
PS4,emea,16,32046,2018-02-14
XBOX,apac,1,563,2018-02-14
XBOX,ncsa,5,5636,2018-02-14
PS4,apac,8,3191,2018-02-14
PC,ncsa,5,2242,2018-02-14
PC,apac,1,1349,2018-02-14
PS4,ncsa,20,4154,2018-02-14
PC,emea,1,5233,2018-02-14
PS4,emea,8,15276,2018-02-14
XBOX,emea,1,3279,2018-02-14
PC,apac,13,9134,2018-02-14
PS4,ncsa,15,30853,2018-02-14
XBOX,apac,13,2680,2018-02-14
XBOX,emea,13,15604,2018-02-14
PC,emea,13,27183,2018-02-14
PS4,ncsa,4,4964,2018-02-14
PS4,emea,4,6786,2018-02-14
PS4,apac,4,1421,2018-02-14
XBOX,ncsa,13,39863,2018-02-14
PS4,apac,15,8288,2018-02-14
PC,ncsa,13,18276,2018-02-14
PS4,emea,15,40352,2018-02-14
PC,ncsa,1,3730,2018-02-14
PS4,emea,20,6648,2018-02-14
PC,apac,5,964,2018-02-14
XBOX,apac,5,449,2018-02-14
XBOX,ncsa,1,8803,2018-02-14
PS4,ncsa,8,11401,2018-02-14
XBOX,emea,5,2195,2018-02-14
PC,emea,5,3060,2018-02-14
PS4,apac,20,2183,2018-02-14
PS4,ncsa,16,24221,2018-02-14
XBOX,global,18,17043,2018-02-14
PS4,global,12,42714,2018-02-14
PC,global,18,10806,2018-02-14
PC,global,9,14529,2018-02-14
XBOX,global,9,18165,2018-02-14
PS4,global,14,89901,2018-02-14
PS4,global,19,11433,2018-02-14
XBOX,global,3,4795,2018-02-14
PC,global,3,3543,2018-02-14
XBOX,global,4,6084,2018-02-14
PC,global,4,4536,2018-02-14
PS4,global,17,85640,2018-02-14
PS4,global,16,59545,2018-02-14
PS4,global,13,96151,2018-02-14
XBOX,global,10,20905,2018-02-14
PC,global,11,18575,2018-02-14
XBOX,global,11,22667,2018-02-14
PC,global,10,17271,2018-02-14
PS4,global,6,19441,2018-02-14
PC,global,15,39698,2018-02-14
PS4,global,7,23415,2018-02-14
PC,global,20,5400,2018-02-14
XBOX,global,20,5957,2018-02-14
PS4,global,5,16362,2018-02-14
XBOX,global,15,45013,2018-02-14
PS4,global,0,240272,2018-02-14
PS4,global,2,7285,2018-02-14
PC,global,1,9790,2018-02-14
XBOX,global,8,15088,2018-02-14
PC,global,8,11229,2018-02-14
XBOX,global,1,12372,2018-02-14
PS4,global,4,12473,2018-02-14
PC,global,17,36995,2018-02-14
XBOX,global,17,51056,2018-02-14
PC,global,6,7409,2018-02-14
XBOX,global,13,56567,2018-02-14
XBOX,global,16,34895,2018-02-14
PS4,global,10,37516,2018-02-14
PS4,global,11,39815,2018-02-14
PC,global,16,28090,2018-02-14
XBOX,global,6,9850,2018-02-14
PC,global,13,51996,2018-02-14
PC,global,0,258976,2018-02-14
XBOX,global,7,12242,2018-02-14
PC,global,5,5989,2018-02-14
PC,global,7,9115,2018-02-14
XBOX,global,5,8086,2018-02-14
PS4,global,20,12826,2018-02-14
XBOX,global,0,162086,2018-02-14
PS4,global,15,75395,2018-02-14
XBOX,global,2,3464,2018-02-14
PS4,global,8,28146,2018-02-14
PS4,global,1,27789,2018-02-14
PC,global,2,2877,2018-02-14
PS4,global,18,30531,2018-02-14
PC,global,12,20705,2018-02-14
XBOX,global,12,24506,2018-02-14
PS4,global,9,33160,2018-02-14
PS4,global,3,9714,2018-02-14
XBOX,global,19,5837,2018-02-14
XBOX,global,14,53452,2018-02-14
PC,global,14,48819,2018-02-14
PC,global,19,3817,2018-02-14
XBOX,ncsa,19,4160,2018-02-15
XBOX,emea,11,6308,2018-02-15
PS4,ncsa,2,2955,2018-02-15
PS4,emea,18,16284,2018-02-15
PC,ncsa,19,1313,2018-02-15
PC,emea,11,9874,2018-02-15
PC,apac,11,2898,2018-02-15
PS4,apac,18,3094,2018-02-15
XBOX,apac,11,1154,2018-02-15
PS4,ncsa,6,7807,2018-02-15
PS4,ncsa,7,9403,2018-02-15
PS4,apac,12,4797,2018-02-15
PS4,apac,10,4540,2018-02-15
PS4,emea,10,20426,2018-02-15
PS4,emea,12,23325,2018-02-15
XBOX,ncsa,17,36923,2018-02-15
PC,ncsa,17,12270,2018-02-15
PS4,apac,9,3783,2018-02-15
PS4,emea,9,18076,2018-02-15
XBOX,ncsa,14,37817,2018-02-15
PC,ncsa,14,17258,2018-02-15
PC,ncsa,0,487500,2018-02-15
XBOX,apac,3,295,2018-02-15
PC,apac,3,575,2018-02-15
XBOX,ncsa,0,288307,2018-02-15
PC,emea,3,1830,2018-02-15
XBOX,emea,3,1326,2018-02-15
PC,ncsa,3,1336,2018-02-15
XBOX,apac,0,573761,2018-02-15
PC,apac,0,552518,2018-02-15
XBOX,ncsa,3,3355,2018-02-15
PC,emea,0,424401,2018-02-15
XBOX,emea,0,475354,2018-02-15
XBOX,emea,14,15080,2018-02-15
PC,apac,17,7355,2018-02-15
PS4,ncsa,9,13570,2018-02-15
XBOX,apac,17,1958,2018-02-15
PC,emea,14,26478,2018-02-15
PC,apac,14,8360,2018-02-15
XBOX,emea,17,13447,2018-02-15
PC,emea,17,19997,2018-02-15
XBOX,apac,14,2328,2018-02-15
PS4,ncsa,10,15244,2018-02-15
PS4,apac,7,2717,2018-02-15
PS4,ncsa,12,17550,2018-02-15
PS4,emea,7,12910,2018-02-15
PC,apac,19,735,2018-02-15
XBOX,apac,19,207,2018-02-15
PS4,emea,6,10667,2018-02-15
PS4,apac,2,902,2018-02-15
PS4,emea,2,3966,2018-02-15
PS4,ncsa,18,12167,2018-02-15
XBOX,emea,19,1552,2018-02-15
PS4,apac,6,2279,2018-02-15
XBOX,ncsa,11,16039,2018-02-15
PC,ncsa,11,6814,2018-02-15
PC,emea,19,2054,2018-02-15
PC,ncsa,2,1168,2018-02-15
PC,emea,18,6078,2018-02-15
XBOX,ncsa,2,2486,2018-02-15
XBOX,emea,18,4637,2018-02-15
PS4,ncsa,19,4442,2018-02-15
PS4,emea,11,21679,2018-02-15
XBOX,ncsa,6,7033,2018-02-15
PS4,apac,11,4523,2018-02-15
XBOX,apac,18,529,2018-02-15
PC,apac,18,1863,2018-02-15
PC,ncsa,6,2800,2018-02-15
PC,ncsa,7,3475,2018-02-15
XBOX,apac,10,1055,2018-02-15
PC,apac,12,3241,2018-02-15
XBOX,apac,12,1194,2018-02-15
PC,apac,10,2813,2018-02-15
XBOX,ncsa,7,8763,2018-02-15
XBOX,emea,12,6969,2018-02-15
PC,emea,10,9172,2018-02-15
XBOX,emea,10,5714,2018-02-15
PC,emea,12,11113,2018-02-15
XBOX,apac,9,899,2018-02-15
PC,apac,9,2326,2018-02-15
PS4,ncsa,17,34048,2018-02-15
PC,emea,9,7599,2018-02-15
PS4,ncsa,14,36832,2018-02-15
XBOX,emea,9,5058,2018-02-15
PS4,ncsa,0,697293,2018-02-15
PS4,apac,3,1185,2018-02-15
PS4,emea,3,5221,2018-02-15
PS4,ncsa,3,3930,2018-02-15
PS4,apac,0,917201,2018-02-15
PS4,emea,0,594221,2018-02-15
PC,ncsa,9,5256,2018-02-15
PS4,apac,17,10420,2018-02-15
XBOX,ncsa,9,12943,2018-02-15
PS4,emea,14,48649,2018-02-15
PS4,apac,14,10364,2018-02-15
PS4,emea,17,44785,2018-02-15
PC,ncsa,10,6387,2018-02-15
XBOX,ncsa,12,17359,2018-02-15
XBOX,apac,7,691,2018-02-15
PC,apac,7,1407,2018-02-15
XBOX,ncsa,10,14888,2018-02-15
PC,ncsa,12,7458,2018-02-15
PC,emea,7,4706,2018-02-15
XBOX,emea,7,3241,2018-02-15
XBOX,apac,2,214,2018-02-15
PS4,apac,19,1184,2018-02-15
XBOX,emea,6,2669,2018-02-15
PC,emea,6,3783,2018-02-15
PC,apac,2,447,2018-02-15
PC,emea,2,1451,2018-02-15
PC,ncsa,18,3838,2018-02-15
PC,apac,6,1244,2018-02-15
XBOX,apac,6,570,2018-02-15
PS4,emea,19,6196,2018-02-15
PS4,ncsa,11,16431,2018-02-15
XBOX,emea,2,921,2018-02-15
XBOX,ncsa,18,12264,2018-02-15
XBOX,apac,16,1246,2018-02-15
PC,apac,16,4476,2018-02-15
PC,emea,16,15745,2018-02-15
XBOX,emea,16,9489,2018-02-15
PC,apac,8,1705,2018-02-15
XBOX,apac,8,793,2018-02-15
PS4,apac,1,2751,2018-02-15
PS4,ncsa,5,6600,2018-02-15
PC,ncsa,20,1370,2018-02-15
PS4,emea,1,15554,2018-02-15
XBOX,emea,8,4220,2018-02-15
PC,emea,8,5878,2018-02-15
XBOX,ncsa,20,4169,2018-02-15
PS4,apac,13,11489,2018-02-15
PC,ncsa,15,13907,2018-02-15
XBOX,ncsa,15,32166,2018-02-15
PS4,emea,13,52095,2018-02-15
PC,ncsa,4,1731,2018-02-15
XBOX,ncsa,4,4238,2018-02-15
PC,emea,4,2346,2018-02-15
XBOX,emea,4,1694,2018-02-15
XBOX,apac,4,357,2018-02-15
PC,apac,4,712,2018-02-15
XBOX,apac,15,1804,2018-02-15
PC,apac,15,6604,2018-02-15
PS4,ncsa,13,39158,2018-02-15
PC,emea,15,21878,2018-02-15
XBOX,emea,15,12541,2018-02-15
XBOX,ncsa,8,10517,2018-02-15
PC,emea,20,2464,2018-02-15
PS4,apac,5,1981,2018-02-15
PS4,ncsa,1,11079,2018-02-15
XBOX,emea,20,1604,2018-02-15
PC,ncsa,8,4282,2018-02-15
XBOX,apac,20,258,2018-02-15
PC,apac,20,1785,2018-02-15
PS4,emea,5,8943,2018-02-15
PC,ncsa,16,10051,2018-02-15
XBOX,ncsa,16,25159,2018-02-15
PS4,apac,16,6147,2018-02-15
PS4,emea,16,32170,2018-02-15
XBOX,apac,1,576,2018-02-15
XBOX,ncsa,5,5615,2018-02-15
PS4,apac,8,3185,2018-02-15
PC,ncsa,5,2237,2018-02-15
PC,apac,1,1376,2018-02-15
PS4,ncsa,20,4193,2018-02-15
PC,emea,1,5321,2018-02-15
PS4,emea,8,15365,2018-02-15
XBOX,emea,1,3333,2018-02-15
PC,apac,13,9177,2018-02-15
PS4,ncsa,15,30930,2018-02-15
XBOX,apac,13,2727,2018-02-15
XBOX,emea,13,15687,2018-02-15
PC,emea,13,27337,2018-02-15
PS4,ncsa,4,5043,2018-02-15
PS4,emea,4,6841,2018-02-15
PS4,apac,4,1457,2018-02-15
XBOX,ncsa,13,39940,2018-02-15
PS4,apac,15,8293,2018-02-15
PC,ncsa,13,18380,2018-02-15
PS4,emea,15,40432,2018-02-15
PC,ncsa,1,3775,2018-02-15
PS4,emea,20,6677,2018-02-15
PC,apac,5,989,2018-02-15
XBOX,apac,5,448,2018-02-15
XBOX,ncsa,1,8923,2018-02-15
PS4,ncsa,8,11450,2018-02-15
XBOX,emea,5,2220,2018-02-15
PC,emea,5,3101,2018-02-15
PS4,apac,20,2190,2018-02-15
PS4,ncsa,16,24357,2018-02-15
XBOX,global,18,17135,2018-02-15
PS4,global,12,42889,2018-02-15
PC,global,18,10878,2018-02-15
PC,global,9,14566,2018-02-15
XBOX,global,9,18365,2018-02-15
PS4,global,14,90250,2018-02-15
PS4,global,19,11553,2018-02-15
XBOX,global,3,4851,2018-02-15
PC,global,3,3560,2018-02-15
XBOX,global,4,6116,2018-02-15
PC,global,4,4582,2018-02-15
PS4,global,17,86201,2018-02-15
PC,emea,18,6143,2018-02-16
PS4,global,16,59829,2018-02-15
PS4,global,13,96725,2018-02-15
XBOX,global,10,21034,2018-02-15
PC,global,11,18676,2018-02-15
XBOX,global,11,22796,2018-02-15
PC,global,10,17462,2018-02-15
PS4,global,6,19619,2018-02-15
PC,global,15,39806,2018-02-15
PS4,global,7,23629,2018-02-15
PC,global,20,5449,2018-02-15
XBOX,global,20,5986,2018-02-15
PS4,global,5,16560,2018-02-15
XBOX,global,15,45361,2018-02-15
PS4,global,0,240526,2018-02-15
PS4,global,2,7421,2018-02-15
PC,global,1,9945,2018-02-15
XBOX,global,8,15155,2018-02-15
PC,global,8,11329,2018-02-15
XBOX,global,1,12553,2018-02-15
PS4,global,4,12626,2018-02-15
PC,global,17,37181,2018-02-15
XBOX,global,17,51378,2018-02-15
PC,global,6,7475,2018-02-15
XBOX,global,13,56762,2018-02-15
XBOX,global,16,34963,2018-02-15
PS4,global,10,37719,2018-02-15
PS4,global,11,40205,2018-02-15
PC,global,16,28251,2018-02-15
XBOX,global,6,9999,2018-02-15
PC,global,13,52261,2018-02-15
PC,global,0,259248,2018-02-15
XBOX,global,7,12350,2018-02-15
PC,global,5,6055,2018-02-15
PC,global,7,9186,2018-02-15
XBOX,global,5,8081,2018-02-15
PS4,global,20,12896,2018-02-15
XBOX,global,0,162392,2018-02-15
PS4,global,15,75526,2018-02-15
XBOX,global,2,3533,2018-02-15
PS4,global,8,28241,2018-02-15
PS4,global,1,28172,2018-02-15
PC,global,2,2926,2018-02-15
PS4,global,18,30660,2018-02-15
PC,global,12,20783,2018-02-15
XBOX,global,12,24750,2018-02-15
PS4,global,9,33443,2018-02-15
PS4,global,3,9792,2018-02-15
XBOX,global,19,5841,2018-02-15
XBOX,global,14,53663,2018-02-15
PC,global,14,49178,2018-02-15
PC,global,19,3809,2018-02-15
XBOX,ncsa,19,4186,2018-02-16
XBOX,emea,11,6302,2018-02-16
PS4,ncsa,2,2920,2018-02-16
PS4,emea,18,16369,2018-02-16
PC,ncsa,19,1329,2018-02-16
PC,emea,11,9969,2018-02-16
PC,apac,11,2967,2018-02-16
PS4,apac,18,3102,2018-02-16
XBOX,apac,11,1157,2018-02-16
PS4,ncsa,6,7953,2018-02-16
PS4,ncsa,7,9433,2018-02-16
PS4,apac,12,4844,2018-02-16
PS4,apac,10,4515,2018-02-16
PS4,emea,10,20794,2018-02-16
PS4,emea,12,23540,2018-02-16
XBOX,ncsa,17,37113,2018-02-16
PC,ncsa,17,12340,2018-02-16
PS4,apac,9,3833,2018-02-16
PS4,emea,9,18142,2018-02-16
XBOX,ncsa,14,38057,2018-02-16
PC,ncsa,14,17334,2018-02-16
PC,ncsa,0,489250,2018-02-16
XBOX,apac,3,295,2018-02-16
PC,apac,3,587,2018-02-16
XBOX,ncsa,0,289569,2018-02-16
PC,emea,3,1838,2018-02-16
XBOX,emea,3,1347,2018-02-16
PC,ncsa,3,1358,2018-02-16
XBOX,apac,0,576846,2018-02-16
PC,apac,0,554651,2018-02-16
XBOX,ncsa,3,3373,2018-02-16
PC,emea,0,425659,2018-02-16
XBOX,emea,0,477535,2018-02-16
XBOX,emea,14,15240,2018-02-16
PC,apac,17,7420,2018-02-16
PS4,ncsa,9,13677,2018-02-16
XBOX,apac,17,1946,2018-02-16
PC,emea,14,26528,2018-02-16
PC,apac,14,8424,2018-02-16
XBOX,emea,17,13563,2018-02-16
PC,emea,17,20122,2018-02-16
XBOX,apac,14,2357,2018-02-16
PS4,ncsa,10,15411,2018-02-16
PS4,apac,7,2757,2018-02-16
PS4,ncsa,12,17658,2018-02-16
PS4,emea,7,13033,2018-02-16
PC,apac,19,741,2018-02-16
XBOX,apac,19,208,2018-02-16
PS4,emea,6,10812,2018-02-16
PS4,apac,2,904,2018-02-16
PS4,emea,2,4050,2018-02-16
PS4,ncsa,18,12243,2018-02-16
XBOX,emea,19,1556,2018-02-16
XBOX,ncsa,11,16200,2018-02-16
PS4,apac,6,2336,2018-02-16
PC,ncsa,11,6776,2018-02-16
PC,emea,19,2054,2018-02-16
PC,ncsa,2,1162,2018-02-16
XBOX,ncsa,2,2544,2018-02-16
XBOX,emea,18,4718,2018-02-16
PS4,ncsa,19,4487,2018-02-16
PS4,emea,11,21656,2018-02-16
XBOX,ncsa,6,7126,2018-02-16
PS4,apac,11,4576,2018-02-16
XBOX,apac,18,544,2018-02-16
PC,apac,18,1896,2018-02-16
PC,ncsa,6,2834,2018-02-16
PC,ncsa,7,3482,2018-02-16
XBOX,apac,10,1047,2018-02-16
PC,apac,12,3261,2018-02-16
XBOX,apac,12,1204,2018-02-16
PC,apac,10,2850,2018-02-16
XBOX,ncsa,7,8826,2018-02-16
XBOX,emea,12,7070,2018-02-16
PC,emea,10,9195,2018-02-16
XBOX,emea,10,5806,2018-02-16
PC,emea,12,11160,2018-02-16
XBOX,apac,9,921,2018-02-16
PC,apac,9,2333,2018-02-16
PS4,ncsa,17,34264,2018-02-16
PC,emea,9,7707,2018-02-16
PS4,ncsa,14,37034,2018-02-16
XBOX,emea,9,5108,2018-02-16
PS4,ncsa,0,700497,2018-02-16
PS4,apac,3,1211,2018-02-16
PS4,emea,3,5281,2018-02-16
PS4,ncsa,3,4000,2018-02-16
PS4,apac,0,921751,2018-02-16
PS4,emea,0,596610,2018-02-16
PC,ncsa,9,5276,2018-02-16
PS4,apac,17,10495,2018-02-16
XBOX,ncsa,9,12983,2018-02-16
PS4,emea,14,48869,2018-02-16
PS4,apac,14,10445,2018-02-16
PS4,emea,17,44989,2018-02-16
PC,ncsa,10,6466,2018-02-16
XBOX,ncsa,12,17447,2018-02-16
XBOX,apac,7,702,2018-02-16
PC,apac,7,1416,2018-02-16
XBOX,ncsa,10,15000,2018-02-16
PC,ncsa,12,7556,2018-02-16
PC,emea,7,4811,2018-02-16
XBOX,emea,7,3327,2018-02-16
XBOX,apac,2,221,2018-02-16
PS4,apac,19,1205,2018-02-16
XBOX,emea,6,2647,2018-02-16
PC,emea,6,3787,2018-02-16
PC,apac,2,455,2018-02-16
PC,emea,2,1456,2018-02-16
PC,ncsa,18,3842,2018-02-16
PC,apac,6,1244,2018-02-16
XBOX,apac,6,567,2018-02-16
PS4,emea,19,6230,2018-02-16
PS4,ncsa,11,16494,2018-02-16
XBOX,emea,2,936,2018-02-16
XBOX,ncsa,18,12326,2018-02-16
XBOX,apac,16,1262,2018-02-16
PC,apac,16,4471,2018-02-16
PC,emea,16,15831,2018-02-16
XBOX,emea,16,9505,2018-02-16
PC,apac,8,1715,2018-02-16
XBOX,apac,8,791,2018-02-16
PS4,apac,1,2786,2018-02-16
PS4,ncsa,5,6621,2018-02-16
PC,ncsa,20,1378,2018-02-16
PS4,emea,1,15823,2018-02-16
XBOX,emea,8,4242,2018-02-16
PC,emea,8,5882,2018-02-16
XBOX,ncsa,20,4194,2018-02-16
PS4,apac,13,11545,2018-02-16
PC,ncsa,15,13972,2018-02-16
XBOX,ncsa,15,32232,2018-02-16
PS4,emea,13,52253,2018-02-16
PC,ncsa,4,1738,2018-02-16
XBOX,ncsa,4,4320,2018-02-16
PC,emea,4,2403,2018-02-16
XBOX,emea,4,1709,2018-02-16
XBOX,apac,4,364,2018-02-16
PC,apac,4,711,2018-02-16
XBOX,apac,15,1815,2018-02-16
PC,apac,15,6652,2018-02-16
PS4,ncsa,13,39348,2018-02-16
PC,emea,15,22000,2018-02-16
XBOX,emea,15,12604,2018-02-16
XBOX,ncsa,8,10615,2018-02-16
PS4,apac,5,1954,2018-02-16
PC,emea,20,2489,2018-02-16
PS4,ncsa,1,11259,2018-02-16
XBOX,emea,20,1620,2018-02-16
PC,ncsa,8,4332,2018-02-16
XBOX,apac,20,258,2018-02-16
PC,apac,20,1797,2018-02-16
PS4,emea,5,8959,2018-02-16
PC,ncsa,16,10125,2018-02-16
XBOX,ncsa,16,25326,2018-02-16
PS4,apac,16,6186,2018-02-16
PS4,emea,16,32323,2018-02-16
XBOX,apac,1,582,2018-02-16
XBOX,ncsa,5,5687,2018-02-16
PS4,apac,8,3208,2018-02-16
PC,ncsa,5,2273,2018-02-16
PC,apac,1,1394,2018-02-16
PS4,ncsa,20,4210,2018-02-16
PC,emea,1,5418,2018-02-16
PS4,emea,8,15448,2018-02-16
XBOX,emea,1,3402,2018-02-16
PC,apac,13,9208,2018-02-16
PS4,ncsa,15,31131,2018-02-16
XBOX,apac,13,2724,2018-02-16
XBOX,emea,13,15760,2018-02-16
PC,emea,13,27584,2018-02-16
PS4,ncsa,4,5129,2018-02-16
PS4,emea,4,6956,2018-02-16
PS4,apac,4,1468,2018-02-16
XBOX,ncsa,13,40127,2018-02-16
PS4,apac,15,8328,2018-02-16
PC,ncsa,13,18541,2018-02-16
PS4,emea,15,40776,2018-02-16
PC,ncsa,1,3833,2018-02-16
PS4,emea,20,6735,2018-02-16
PC,apac,5,1004,2018-02-16
XBOX,apac,5,462,2018-02-16
XBOX,ncsa,1,9022,2018-02-16
PS4,ncsa,8,11480,2018-02-16
XBOX,emea,5,2276,2018-02-16
PC,emea,5,3161,2018-02-16
PS4,apac,20,2199,2018-02-16
PS4,ncsa,16,24399,2018-02-16
XBOX,global,18,17289,2018-02-16
