platform,region,rank,amount,relevant_at
XBOX,apac,10,762,2018-06-27
PC,emea,17,11549,2018-06-27
PC,emea,4,2051,2018-06-27
XBOX,ncsa,9,13050,2018-06-27
PC,ncsa,4,1459,2018-06-27
PC,apac,7,2168,2018-06-27
PS4,ncsa,17,20388,2018-06-27
PC,apac,16,4523,2018-06-27
PC,ncsa,18,1780,2018-06-27
PC,apac,15,7546,2018-06-27
XBOX,apac,20,51,2018-06-27
XBOX,emea,12,7597,2018-06-27
XBOX,ncsa,0,856745,2018-06-27
XBOX,ncsa,14,41143,2018-06-27
PS4,emea,5,8881,2018-06-27
PC,emea,7,4938,2018-06-27
PS4,ncsa,19,1898,2018-06-27
PS4,emea,2,3314,2018-06-27
PS4,emea,0,1445346,2018-06-27
PC,emea,18,3041,2018-06-27
PC,apac,8,2790,2018-06-27
PC,apac,14,10736,2018-06-27
PS4,ncsa,16,15907,2018-06-22
XBOX,apac,8,459,2018-06-22
XBOX,emea,2,587,2018-06-22
XBOX,apac,3,78,2018-06-22
PC,apac,11,3884,2018-06-22
PC,apac,3,556,2018-06-22
PC,ncsa,6,2048,2018-06-22
XBOX,ncsa,12,17572,2018-06-22
XBOX,emea,0,1019388,2018-06-22
XBOX,emea,8,3871,2018-06-22
PC,emea,14,24776,2018-06-28
PS4,apac,3,831,2018-06-28
PS4,apac,4,1116,2018-06-28
XBOX,apac,11,842,2018-06-25
PC,ncsa,14,13546,2018-06-25
PS4,ncsa,6,5859,2018-06-25
PC,ncsa,0,1028883,2018-06-25
PC,apac,6,1710,2018-06-25
PC,emea,1,2985,2018-06-25
PC,ncsa,13,15530,2018-06-25
PC,emea,19,946,2018-06-25
XBOX,apac,9,585,2018-06-25
XBOX,ncsa,19,1555,2018-06-25
XBOX,emea,17,7499,2018-06-25
XBOX,ncsa,6,6023,2018-06-25
PS4,emea,6,10722,2018-06-25
XBOX,emea,13,16529,2018-06-25
PC,ncsa,20,640,2018-06-28
PC,ncsa,7,3220,2018-06-28
PS4,apac,20,807,2018-06-28
PS4,ncsa,14,36149,2018-06-28
PS4,emea,20,2888,2018-06-27
XBOX,apac,5,231,2018-06-27
PS4,ncsa,7,7996,2018-06-27
PS4,apac,13,12762,2018-06-27
PS4,emea,16,24508,2018-06-27
XBOX,emea,3,1037,2018-06-27
XBOX,emea,11,6936,2018-06-27
PC,emea,14,24525,2018-06-27
PS4,apac,3,816,2018-06-27
PC,ncsa,20,604,2018-06-27
PS4,apac,4,1101,2018-06-27
PC,ncsa,7,3112,2018-06-27
PS4,apac,20,786,2018-06-27
PC,global,9,16121,2018-06-27
PC,global,10,20462,2018-06-27
PC,global,11,21226,2018-06-27
PC,global,12,23572,2018-06-27
PC,global,13,54697,2018-06-27
PC,apac,20,1242,2018-06-28
PC,apac,17,6724,2018-06-28
PC,ncsa,19,605,2018-06-28
XBOX,ncsa,3,2526,2018-06-28
XBOX,apac,2,89,2018-06-28
XBOX,apac,11,839,2018-06-28
PC,ncsa,14,14524,2018-06-28
PS4,ncsa,6,6444,2018-06-28
PC,ncsa,0,1031055,2018-06-28
PC,apac,6,1843,2018-06-28
XBOX,ncsa,2,1660,2018-06-27
PC,ncsa,8,4163,2018-06-27
XBOX,apac,2,86,2018-06-27
XBOX,apac,11,868,2018-06-27
PC,ncsa,14,14167,2018-06-27
PS4,ncsa,6,6283,2018-06-27
PC,ncsa,0,1030590,2018-06-27
PC,apac,6,1793,2018-06-27
PC,emea,1,3283,2018-06-27
PC,ncsa,13,16267,2018-06-27
PC,emea,19,1017,2018-06-27
XBOX,apac,9,577,2018-06-27
XBOX,ncsa,19,1674,2018-06-27
XBOX,apac,6,275,2018-06-22
PS4,emea,8,15289,2018-06-22
PS4,emea,12,24247,2018-06-22
PS4,apac,7,1978,2018-06-22
PC,ncsa,16,5498,2018-06-22
PS4,apac,1,1227,2018-06-22
XBOX,emea,5,1699,2018-06-22
PS4,ncsa,4,2839,2018-06-22
PC,apac,10,3856,2018-06-22
XBOX,ncsa,5,3653,2018-06-22
PS4,ncsa,13,35843,2018-06-22
PS4,ncsa,10,13567,2018-06-22
XBOX,apac,2,70,2018-06-22
PC,ncsa,14,12704,2018-06-22
XBOX,apac,11,708,2018-06-22
PS4,ncsa,6,5268,2018-06-22
PC,ncsa,0,1027295,2018-06-22
PC,emea,1,2488,2018-06-22
PC,apac,6,1445,2018-06-22
PC,ncsa,13,14447,2018-06-22
PC,emea,19,817,2018-06-22
XBOX,apac,9,543,2018-06-22
XBOX,ncsa,19,1315,2018-06-22
XBOX,ncsa,6,5307,2018-06-22
XBOX,emea,17,6588,2018-06-22
PS4,emea,6,9856,2018-06-22
XBOX,emea,13,15555,2018-06-22
XBOX,ncsa,15,27405,2018-06-22
XBOX,ncsa,7,6806,2018-06-22
XBOX,apac,4,115,2018-06-22
PC,ncsa,11,5744,2018-06-22
PC,emea,8,5651,2018-06-22
PC,emea,14,22225,2018-06-22
PS4,apac,3,642,2018-06-22
PS4,apac,4,853,2018-06-22
PC,ncsa,20,445,2018-06-22
PC,ncsa,7,2587,2018-06-22
PS4,apac,20,575,2018-06-22
PS4,ncsa,14,32715,2018-06-22
PC,apac,20,912,2018-06-22
PC,apac,17,5471,2018-06-22
PC,ncsa,19,454,2018-06-22
XBOX,ncsa,3,1817,2018-06-22
PS4,apac,17,6080,2018-06-22
PS4,apac,5,1205,2018-06-22
PS4,ncsa,8,9077,2018-06-22
PC,emea,13,24389,2018-06-22
XBOX,apac,15,1016,2018-06-22
PC,emea,2,929,2018-06-22
XBOX,ncsa,20,1009,2018-06-22
PC,ncsa,12,6445,2018-06-22
XBOX,emea,14,13856,2018-06-22
PS4,apac,12,4777,2018-06-22
PC,global,2,1858,2018-06-22
PC,global,3,2706,2018-06-22
PC,global,4,3504,2018-06-22
PC,global,5,5014,2018-06-22
PC,global,6,6689,2018-06-22
PC,global,7,8374,2018-06-22
PC,global,8,11404,2018-06-22
PC,global,9,13800,2018-06-22
PS4,apac,0,1728229,2018-06-22
XBOX,apac,7,309,2018-06-22
XBOX,ncsa,1,2793,2018-06-22
XBOX,ncsa,10,14446,2018-06-22
PS4,ncsa,2,1424,2018-06-22
XBOX,emea,6,2236,2018-06-22
XBOX,apac,12,764,2018-06-22
PC,emea,9,6869,2018-06-22
PS4,apac,16,4545,2018-06-22
XBOX,apac,10,649,2018-06-22
PC,emea,17,9750,2018-06-22
PC,global,10,17797,2018-06-22
PC,global,11,18806,2018-06-22
PC,global,12,21180,2018-06-22
PC,global,13,48931,2018-06-22
PC,global,14,43456,2018-06-22
PC,global,15,31155,2018-06-22
PC,global,16,18579,2018-06-22
PC,global,17,20302,2018-06-22
PC,global,18,5067,2018-06-22
PC,global,19,1639,2018-06-22
PC,global,20,2138,2018-06-22
PS4,global,0,1174309,2018-06-22
PS4,global,1,9801,2018-06-22
PS4,global,2,4349,2018-06-22
PS4,global,3,6409,2018-06-22
PS4,global,4,8902,2018-06-22
PS4,global,5,12417,2018-06-22
PS4,global,6,16466,2018-06-22
PS4,global,7,20772,2018-06-22
PS4,global,8,26660,2018-06-22
PS4,global,9,31748,2018-06-22
PS4,global,10,38790,2018-06-22
PS4,global,11,39777,2018-06-22
PS4,global,12,44323,2018-06-22
PS4,global,13,98657,2018-06-22
PS4,global,14,88645,2018-06-22
PS4,global,15,65476,2018-06-22
PS4,global,16,41883,2018-06-22
PS4,global,17,47620,2018-06-22
PS4,global,18,12265,2018-06-22
PS4,global,19,4237,2018-06-22
PS4,global,20,3868,2018-06-22
XBOX,apac,17,863,2018-06-27
PS4,ncsa,20,1528,2018-06-27
PC,ncsa,9,4922,2018-06-27
XBOX,apac,0,1120835,2018-06-27
XBOX,apac,13,1866,2018-06-27
PS4,apac,6,1902,2018-06-27
PS4,apac,14,11445,2018-06-27
PC,emea,16,11126,2018-06-27
PS4,apac,12,5358,2018-06-27
PS4,ncsa,9,12479,2018-06-27
PC,emea,5,2938,2018-06-27
PC,apac,2,469,2018-06-27
PS4,global,10,42974,2018-06-27
PS4,global,11,44736,2018-06-27
XBOX,global,0,772500,2018-06-22
XBOX,global,1,3946,2018-06-22
XBOX,global,2,1945,2018-06-22
XBOX,global,3,2664,2018-06-22
XBOX,global,4,3899,2018-06-22
XBOX,global,5,5472,2018-06-22
XBOX,global,6,7762,2018-06-22
XBOX,global,7,9890,2018-06-22
XBOX,global,8,13633,2018-06-22
PS4,global,12,48546,2018-06-27
PC,apac,10,4290,2018-06-25
XBOX,ncsa,5,4320,2018-06-25
PS4,ncsa,13,38159,2018-06-25
PS4,ncsa,10,14642,2018-06-25
XBOX,ncsa,4,3128,2018-06-25
PS4,apac,0,1737683,2018-06-25
XBOX,apac,7,363,2018-06-25
XBOX,ncsa,10,15833,2018-06-25
XBOX,ncsa,1,3427,2018-06-25
PS4,ncsa,2,1668,2018-06-25
XBOX,emea,6,2500,2018-06-25
PS4,apac,16,5073,2018-06-25
XBOX,apac,12,838,2018-06-25
PC,emea,9,7472,2018-06-25
XBOX,apac,10,728,2018-06-25
PS4,global,13,107372,2018-06-27
PS4,global,14,95581,2018-06-27
XBOX,ncsa,4,2633,2018-06-22
XBOX,ncsa,9,11213,2018-06-22
PC,ncsa,4,1173,2018-06-22
PC,apac,7,1836,2018-06-22
PS4,ncsa,17,17320,2018-06-22
PC,ncsa,18,1488,2018-06-22
PC,apac,16,3882,2018-06-22
PC,apac,15,6761,2018-06-22
XBOX,apac,20,39,2018-06-22
XBOX,emea,12,6835,2018-06-22
XBOX,ncsa,0,872419,2018-06-22
XBOX,ncsa,14,37159,2018-06-22
PS4,emea,5,7407,2018-06-22
XBOX,global,9,16373,2018-06-22
XBOX,global,10,20681,2018-06-22
XBOX,global,11,22198,2018-06-22
XBOX,global,12,24976,2018-06-22
XBOX,global,13,57019,2018-06-22
XBOX,global,14,52087,2018-06-22
XBOX,global,15,38006,2018-06-22
XBOX,global,16,23965,2018-06-22
XBOX,global,17,25505,2018-06-22
XBOX,global,18,6171,2018-06-22
XBOX,global,19,1856,2018-06-22
XBOX,global,20,1460,2018-06-22
PC,emea,0,965386,2018-06-25
PS4,emea,10,23135,2018-06-25
PS4,emea,13,55510,2018-06-25
PC,apac,18,1497,2018-06-25
PS4,apac,17,7662,2018-06-28
PS4,apac,5,1604,2018-06-28
PS4,ncsa,8,10510,2018-06-28
PC,emea,13,27486,2018-06-28
PC,emea,2,1166,2018-06-28
XBOX,apac,15,1145,2018-06-28
XBOX,ncsa,20,1461,2018-06-28
XBOX,emea,14,15240,2018-06-28
PC,ncsa,12,7413,2018-06-28
PS4,apac,12,5464,2018-06-28
PS4,ncsa,9,12757,2018-06-28
PS4,global,17,55532,2018-06-27
PS4,global,18,14823,2018-06-27
PS4,global,19,5401,2018-06-27
PS4,global,20,5177,2018-06-27
XBOX,global,13,63120,2018-06-27
PC,apac,2,516,2018-06-28
PC,emea,5,3008,2018-06-28
XBOX,emea,10,6940,2018-06-28
XBOX,ncsa,16,20130,2018-06-28
XBOX,apac,14,1733,2018-06-28
PC,emea,11,10995,2018-06-28
PS4,emea,17,28858,2018-06-28
XBOX,ncsa,11,18029,2018-06-28
PC,apac,5,1419,2018-06-28
PS4,ncsa,16,17353,2018-06-25
XBOX,emea,2,685,2018-06-25
XBOX,apac,8,521,2018-06-25
XBOX,apac,3,115,2018-06-25
PC,apac,11,4307,2018-06-25
PC,apac,9,3364,2018-06-25
PS4,apac,8,2912,2018-06-25
XBOX,apac,18,170,2018-06-25
XBOX,emea,18,1889,2018-06-25
PC,apac,12,4591,2018-06-25
PS4,apac,10,4540,2018-06-25
PS4,emea,3,4502,2018-06-25
PC,apac,0,1051569,2018-06-25
XBOX,emea,4,1372,2018-06-25
PC,emea,15,17201,2018-06-25
PS4,ncsa,11,15268,2018-06-25
PC,apac,4,904,2018-06-25
XBOX,emea,7,3275,2018-06-25
PS4,ncsa,12,16909,2018-06-25
PS4,apac,15,8335,2018-06-25
XBOX,ncsa,17,20576,2018-06-25
XBOX,apac,16,693,2018-06-25
PS4,emea,7,13417,2018-06-25
XBOX,emea,16,6690,2018-06-25
PS4,ncsa,3,2369,2018-06-25
PC,emea,12,11572,2018-06-25
PS4,ncsa,0,1572983,2018-06-25
PS4,apac,18,1453,2018-06-25
PC,emea,10,9684,2018-06-25
PS4,emea,9,19371,2018-06-25
PC,ncsa,2,713,2018-06-25
PS4,ncsa,5,4544,2018-06-25
XBOX,emea,1,1417,2018-06-25
XBOX,emea,9,5146,2018-06-25
XBOX,ncsa,18,5093,2018-06-25
PC,emea,17,10854,2018-06-25
PC,emea,4,1922,2018-06-25
XBOX,ncsa,9,12426,2018-06-25
PC,ncsa,4,1294,2018-06-25
PC,apac,7,2028,2018-06-25
PS4,ncsa,17,19320,2018-06-25
PC,apac,16,4369,2018-06-25
PC,ncsa,18,1695,2018-06-25
PC,apac,15,7270,2018-06-25
XBOX,emea,2,643,2018-06-23
XBOX,apac,3,91,2018-06-23
PC,apac,11,4048,2018-06-23
PS4,apac,8,2721,2018-06-23
PC,apac,9,3107,2018-06-23
XBOX,apac,18,155,2018-06-23
XBOX,emea,18,1758,2018-06-23
PC,apac,12,4388,2018-06-23
PS4,emea,3,4135,2018-06-23
PS4,apac,10,4294,2018-06-23
PC,apac,0,1049781,2018-06-23
PC,emea,15,16540,2018-06-23
XBOX,emea,4,1243,2018-06-23
PS4,emea,1,6897,2018-06-25
PC,apac,13,12102,2018-06-25
XBOX,emea,15,10601,2018-06-25
XBOX,apac,19,51,2018-06-25
PC,apac,3,660,2018-06-25
PC,ncsa,6,2301,2018-06-25
XBOX,ncsa,12,18890,2018-06-25
XBOX,emea,0,1022967,2018-06-25
XBOX,emea,8,4283,2018-06-25
XBOX,apac,6,332,2018-06-25
PS4,emea,12,25759,2018-06-25
PS4,emea,8,16653,2018-06-25
PS4,apac,7,2281,2018-06-25
PC,ncsa,16,6122,2018-06-25
PS4,apac,1,1428,2018-06-25
PC,ncsa,15,10191,2018-06-27
PC,emea,20,1080,2018-06-27
PC,ncsa,12,7262,2018-06-27
XBOX,emea,14,15120,2018-06-27
PS4,global,15,71458,2018-06-27
PS4,global,16,47204,2018-06-27
XBOX,apac,20,44,2018-06-25
XBOX,emea,12,7273,2018-06-25
XBOX,ncsa,0,862070,2018-06-25
XBOX,ncsa,14,39569,2018-06-25
PS4,emea,5,8380,2018-06-25
PC,emea,7,4673,2018-06-25
PS4,ncsa,19,1716,2018-06-25
PS4,emea,2,2990,2018-06-25
PS4,emea,0,1448940,2018-06-25
PC,emea,18,2812,2018-06-25
PC,apac,8,2704,2018-06-25
PC,apac,14,10258,2018-06-25
XBOX,ncsa,2,1509,2018-06-25
PC,ncsa,8,3865,2018-06-25
XBOX,apac,2,67,2018-06-25
PC,apac,19,551,2018-06-28
PS4,emea,4,6666,2018-06-28
XBOX,emea,20,607,2018-06-28
PC,ncsa,1,2014,2018-06-28
PS4,apac,11,4939,2018-06-28
PS4,emea,14,50735,2018-06-28
PS4,emea,18,8185,2018-06-28
PS4,apac,9,3903,2018-06-28
PS4,apac,19,523,2018-06-28
PC,emea,6,3961,2018-06-28
PS4,emea,15,37401,2018-06-28
PC,ncsa,15,10386,2018-06-28
PC,emea,20,1099,2018-06-28
XBOX,emea,5,1933,2018-06-25
PS4,ncsa,4,3255,2018-06-25
XBOX,ncsa,15,29656,2018-06-25
PC,apac,1,1286,2018-06-25
PS4,ncsa,5,4217,2018-06-23
XBOX,emea,1,1197,2018-06-23
XBOX,emea,9,4934,2018-06-23
XBOX,ncsa,18,4631,2018-06-23
PS4,emea,1,6051,2018-06-23
PC,apac,13,11382,2018-06-23
XBOX,emea,15,10135,2018-06-23
XBOX,apac,19,43,2018-06-23
PC,apac,3,601,2018-06-23
PC,ncsa,6,2132,2018-06-23
XBOX,ncsa,12,17991,2018-06-23
XBOX,emea,0,1020875,2018-06-23
XBOX,emea,8,4038,2018-06-23
XBOX,apac,6,290,2018-06-23
PC,apac,19,492,2018-06-26
PS4,emea,4,6297,2018-06-26
PC,ncsa,1,1803,2018-06-26
XBOX,emea,20,536,2018-06-26
PS4,apac,11,4807,2018-06-26
PS4,emea,14,49544,2018-06-26
PS4,apac,9,3715,2018-06-26
PS4,emea,18,7767,2018-06-26
PS4,apac,19,492,2018-06-26
PC,emea,6,3743,2018-06-26
PS4,emea,15,36586,2018-06-26
PC,ncsa,15,10076,2018-06-26
XBOX,ncsa,1,3043,2018-06-23
XBOX,ncsa,10,15049,2018-06-23
XBOX,emea,6,2388,2018-06-23
PS4,ncsa,2,1510,2018-06-23
PS4,apac,16,4768,2018-06-23
PC,emea,9,7031,2018-06-23
XBOX,apac,12,771,2018-06-23
XBOX,apac,10,687,2018-06-23
PC,emea,17,10155,2018-06-23
PC,emea,4,1735,2018-06-23
XBOX,ncsa,9,11543,2018-06-23
PC,ncsa,4,1199,2018-06-23
PC,apac,7,1912,2018-06-23
PS4,ncsa,17,18080,2018-06-23
PC,apac,16,4040,2018-06-23
PC,ncsa,18,1561,2018-06-23
XBOX,emea,16,6874,2018-06-26
PS4,ncsa,3,2496,2018-06-26
PC,emea,12,11622,2018-06-26
PS4,ncsa,0,1573066,2018-06-26
PS4,apac,18,1466,2018-06-26
PC,emea,10,9988,2018-06-26
PS4,emea,9,19852,2018-06-26
PC,ncsa,2,766,2018-06-26
PS4,ncsa,5,4719,2018-06-26
XBOX,emea,1,1493,2018-06-26
XBOX,emea,9,5310,2018-06-26
XBOX,ncsa,18,5284,2018-06-26
PS4,emea,1,7262,2018-06-26
PC,apac,13,12302,2018-06-26
XBOX,emea,15,10818,2018-06-26
XBOX,apac,19,53,2018-06-26
PC,apac,3,681,2018-06-26
PC,ncsa,6,2392,2018-06-26
XBOX,ncsa,12,19346,2018-06-26
XBOX,emea,0,1024889,2018-06-26
XBOX,emea,8,4397,2018-06-26
XBOX,apac,6,322,2018-06-26
PS4,emea,12,26194,2018-06-26
PS4,emea,8,16988,2018-06-26
PS4,apac,7,2321,2018-06-26
PC,ncsa,16,6270,2018-06-26
PS4,apac,1,1465,2018-06-26
PC,emea,8,6327,2018-06-26
XBOX,global,6,8125,2018-06-23
XBOX,global,7,10347,2018-06-23
XBOX,global,8,14118,2018-06-23
XBOX,global,9,16898,2018-06-23
XBOX,global,10,21522,2018-06-23
XBOX,global,11,22717,2018-06-23
XBOX,global,12,25583,2018-06-23
XBOX,global,13,58242,2018-06-23
XBOX,global,14,53444,2018-06-23
XBOX,global,15,39120,2018-06-23
XBOX,global,16,24565,2018-06-23
XBOX,global,17,26491,2018-06-23
XBOX,global,18,6492,2018-06-23
XBOX,global,19,1984,2018-06-23
XBOX,global,20,1580,2018-06-23
PC,emea,7,4787,2018-06-26
PS4,ncsa,19,1781,2018-06-26
PS4,emea,2,3173,2018-06-26
PS4,emea,0,1447173,2018-06-26
PC,emea,18,2937,2018-06-26
PC,apac,8,2777,2018-06-26
PC,apac,14,10501,2018-06-26
PC,ncsa,8,4076,2018-06-26
XBOX,ncsa,2,1598,2018-06-26
XBOX,apac,2,78,2018-06-26
XBOX,apac,11,841,2018-06-26
PC,ncsa,14,13839,2018-06-26
PS4,ncsa,6,6139,2018-06-26
PC,ncsa,0,1029625,2018-06-26
PC,apac,6,1771,2018-06-26
PC,emea,1,3143,2018-06-26
PC,ncsa,13,15922,2018-06-26
PC,emea,19,986,2018-06-26
XBOX,apac,9,590,2018-06-26
XBOX,ncsa,19,1614,2018-06-26
XBOX,ncsa,6,6204,2018-06-26
XBOX,emea,17,7660,2018-06-26
XBOX,emea,13,16797,2018-06-26
PS4,emea,6,11187,2018-06-26
XBOX,ncsa,15,30311,2018-06-26
PC,apac,1,1364,2018-06-26
XBOX,ncsa,7,7847,2018-06-26
XBOX,apac,4,152,2018-06-26
XBOX,ncsa,17,19112,2018-06-23
XBOX,apac,16,631,2018-06-23
PS4,emea,7,12587,2018-06-23
XBOX,emea,16,6415,2018-06-23
PC,emea,12,10874,2018-06-23
PS4,ncsa,3,2144,2018-06-23
PS4,ncsa,0,1574257,2018-06-23
PS4,apac,18,1309,2018-06-23
PC,emea,10,9223,2018-06-23
PS4,emea,9,18545,2018-06-23
PC,ncsa,2,630,2018-06-23
PC,apac,15,6945,2018-06-23
XBOX,apac,20,38,2018-06-23
XBOX,emea,12,7037,2018-06-23
XBOX,ncsa,0,868999,2018-06-23
XBOX,ncsa,14,38121,2018-06-23
PS4,emea,5,7773,2018-06-23
PC,emea,7,4245,2018-06-23
PS4,ncsa,19,1577,2018-06-23
PS4,emea,2,2729,2018-06-23
PS4,emea,0,1454950,2018-06-23
PC,emea,18,2510,2018-06-23
PC,apac,8,2532,2018-06-23
PC,apac,14,9690,2018-06-23
PC,ncsa,8,3622,2018-06-23
XBOX,ncsa,2,1338,2018-06-23
XBOX,emea,10,6631,2018-06-26
XBOX,ncsa,16,19066,2018-06-26
PC,emea,11,10610,2018-06-26
XBOX,apac,14,1653,2018-06-26
PS4,emea,17,27759,2018-06-26
XBOX,ncsa,11,17144,2018-06-26
PC,apac,5,1286,2018-06-26
PS4,ncsa,18,5342,2018-06-26
PS4,ncsa,15,26687,2018-06-26
XBOX,emea,19,635,2018-06-26
XBOX,ncsa,13,44094,2018-06-26
PS4,ncsa,1,4135,2018-06-26
PC,emea,3,1571,2018-06-26
PC,global,15,34079,2018-06-26
PC,global,16,21017,2018-06-26
PC,global,17,23444,2018-06-26
PC,emea,14,22603,2018-06-23
PS4,apac,3,674,2018-06-23
PS4,apac,4,970,2018-06-23
PC,global,18,5999,2018-06-26
PC,global,19,2016,2018-06-26
PC,global,20,2735,2018-06-26
PS4,global,0,1131990,2018-06-26
PS4,global,1,12518,2018-06-26
PS4,global,2,5365,2018-06-26
PS4,global,3,7853,2018-06-26
PS4,global,4,10424,2018-06-26
PS4,global,5,14631,2018-06-26
PS4,global,6,18912,2018-06-26
PS4,global,7,23265,2018-06-26
PS4,global,8,29834,2018-06-26
PS4,global,9,35282,2018-06-26
PS4,global,10,42482,2018-06-26
PS4,global,11,43745,2018-06-26
PS4,global,12,47924,2018-06-26
PS4,global,13,105936,2018-06-26
PS4,global,14,94321,2018-06-26
PS4,global,15,70643,2018-06-26
PS4,global,16,46381,2018-06-26
PS4,global,17,54183,2018-06-26
PS4,global,18,14416,2018-06-26
PS4,global,19,5142,2018-06-26
PS4,global,20,4954,2018-06-26
XBOX,global,0,747790,2018-06-26
XBOX,global,1,5167,2018-06-26
XBOX,global,2,2408,2018-06-26
XBOX,global,3,3400,2018-06-26
XBOX,global,4,4789,2018-06-26
XBOX,global,5,6753,2018-06-26
PS4,ncsa,4,2934,2018-06-23
XBOX,emea,5,1723,2018-06-23
PC,apac,10,3979,2018-06-23
XBOX,ncsa,5,3917,2018-06-23
PS4,ncsa,13,36539,2018-06-23
PS4,ncsa,10,13867,2018-06-23
XBOX,ncsa,4,2720,2018-06-23
PS4,apac,0,1731656,2018-06-23
XBOX,apac,7,355,2018-06-23
XBOX,apac,2,76,2018-06-23
XBOX,apac,11,747,2018-06-23
PC,ncsa,14,12987,2018-06-23
PS4,ncsa,6,5462,2018-06-23
PC,ncsa,0,1028016,2018-06-23
PC,apac,6,1530,2018-06-23
PC,emea,1,2652,2018-06-23
PC,ncsa,13,14767,2018-06-23
PC,emea,19,905,2018-06-23
XBOX,apac,9,551,2018-06-23
XBOX,ncsa,19,1385,2018-06-23
XBOX,emea,17,6828,2018-06-23
XBOX,ncsa,6,5506,2018-06-23
XBOX,emea,13,15815,2018-06-23
PS4,emea,6,10216,2018-06-23
XBOX,ncsa,15,28267,2018-06-23
PC,apac,1,1200,2018-06-23
XBOX,ncsa,7,7174,2018-06-23
XBOX,apac,4,133,2018-06-23
PC,ncsa,11,5863,2018-06-23
PC,emea,8,5894,2018-06-23
PC,ncsa,3,926,2018-06-23
PS4,emea,16,22408,2018-06-23
PS4,apac,13,11600,2018-06-23
XBOX,emea,3,870,2018-06-23
XBOX,emea,11,6316,2018-06-23
PC,ncsa,20,488,2018-06-23
PC,ncsa,7,2713,2018-06-23
PS4,apac,20,625,2018-06-23
PS4,ncsa,14,33477,2018-06-23
PC,apac,17,5732,2018-06-23
PC,apac,20,986,2018-06-23
PC,ncsa,19,476,2018-06-23
XBOX,ncsa,3,1995,2018-06-23
PS4,apac,17,6404,2018-06-23
PS4,apac,5,1258,2018-06-23
PS4,ncsa,8,9442,2018-06-23
PC,global,8,11850,2018-06-23
PC,global,9,14203,2018-06-23
PC,global,10,18500,2018-06-23
PC,global,11,19289,2018-06-23
PC,global,12,21515,2018-06-23
PC,global,13,50395,2018-06-23
PC,global,14,44327,2018-06-23
PC,global,15,32101,2018-06-23
PC,global,16,19202,2018-06-23
PC,global,17,21110,2018-06-23
PC,global,18,5262,2018-06-23
PC,global,19,1770,2018-06-23
PC,global,20,2310,2018-06-23
PS4,global,0,1162503,2018-06-23
PS4,global,1,10441,2018-06-23
PS4,global,2,4615,2018-06-23
PS4,global,3,6846,2018-06-23
PS4,global,4,9369,2018-06-23
PS4,global,5,13063,2018-06-23
PS4,global,6,17129,2018-06-23
PS4,global,7,21304,2018-06-23
PS4,global,8,27589,2018-06-23
PS4,global,9,32839,2018-06-23
PS4,global,10,39781,2018-06-23
PS4,global,11,41068,2018-06-23
PS4,global,12,45311,2018-06-23
PS4,global,13,100535,2018-06-23
PS4,global,14,90244,2018-06-23
PS4,global,15,66976,2018-06-23
PS4,global,16,43027,2018-06-23
PS4,global,17,49468,2018-06-23
PS4,global,18,12738,2018-06-23
PS4,global,19,4543,2018-06-23
PS4,global,20,4148,2018-06-23
XBOX,global,0,766000,2018-06-23
XBOX,global,1,4274,2018-06-23
XBOX,ncsa,18,5621,2018-06-28
PS4,emea,1,8017,2018-06-28
PC,apac,13,12754,2018-06-28
XBOX,emea,15,11077,2018-06-28
XBOX,apac,19,56,2018-06-28
PC,apac,3,716,2018-06-28
PC,ncsa,6,2542,2018-06-28
XBOX,ncsa,12,20125,2018-06-28
XBOX,emea,0,1028099,2018-06-28
XBOX,emea,8,4579,2018-06-28
XBOX,apac,6,321,2018-06-28
XBOX,global,10,23426,2018-06-26
XBOX,global,11,24612,2018-06-26
XBOX,global,12,27409,2018-06-26
XBOX,global,13,62122,2018-06-26
XBOX,global,14,56424,2018-06-26
XBOX,global,15,41851,2018-06-26
XBOX,global,16,26405,2018-06-26
XBOX,global,17,29584,2018-06-26
XBOX,global,18,7376,2018-06-26
XBOX,global,19,2291,2018-06-26
XBOX,global,20,1897,2018-06-26
PS4,emea,8,17747,2018-06-28
PS4,emea,12,26782,2018-06-28
PS4,apac,7,2473,2018-06-28
PC,ncsa,16,6571,2018-06-28
PS4,ncsa,4,3556,2018-06-28
PS4,apac,1,1558,2018-06-28
PC,apac,10,4567,2018-06-28
XBOX,emea,5,2108,2018-06-28
XBOX,ncsa,5,4919,2018-06-28
PS4,ncsa,13,39867,2018-06-28
XBOX,apac,8,554,2018-06-26
XBOX,apac,3,115,2018-06-26
PC,apac,11,4369,2018-06-26
PS4,apac,8,3037,2018-06-26
PC,apac,9,3417,2018-06-26
XBOX,apac,18,187,2018-06-26
XBOX,emea,18,1969,2018-06-26
PS4,apac,10,4675,2018-06-26
PS4,emea,3,4687,2018-06-26
PC,apac,12,4745,2018-06-26
PC,apac,0,1053226,2018-06-26
XBOX,emea,4,1402,2018-06-26
PC,emea,15,17428,2018-06-26
PS4,ncsa,11,15622,2018-06-26
PC,apac,4,913,2018-06-26
XBOX,emea,7,3354,2018-06-26
PS4,ncsa,12,17204,2018-06-26
PS4,apac,15,8446,2018-06-26
XBOX,ncsa,17,21352,2018-06-26
XBOX,apac,16,712,2018-06-26
PS4,emea,7,13582,2018-06-26
PS4,ncsa,13,38821,2018-06-26
PS4,ncsa,10,14902,2018-06-26
